Name,Address,City,Country,Beds,Trauma,Phone
Laurel Heights Hospital,934 Briarcliff Road,Atlanta,USA,92,General Medical,(404) 888-7860
Vista Medical Center East,1324 North Sheridan Road,Waukegan,USA,192,Covid,(847) 360-4000
9th Medical Group,15301 Warren Shingle Road,Beale Afb,USA,1001,General Medical,(530) 749-4511
Wills Memorial Hospital,120 Gordon Street,Washington,USA,25,General Medical,NOT AVAILABLE
Lifecare Hospitals Of North Carolina,1051 Noell Lane,Rocky Mount,USA,50,General Medical,(252) 451-2300
Lafayette General Surgical Hospital,"1000 W Pinhook Rd,Ste 100",Lafayette,USA,10,General Medical,(337) 289-8088
Optima Specialty Hospital,1131 Rue De Belier,Lafayette,USA,1001,General Medical,(337) 991-0571
Crescent City Surgical Centre,3017 Galleria Drive,Metairie,USA,1001,General Medical,(504) 830-2500
Tulane - Lakeside Hospital,4700 S I 10 Service Rd W,Metairie,USA,1001,General Medical,(504) 780-8282
St. Charles Surgical Hospital,1717 St. Charles Ave,New Orleans,USA,1001,General Medical,(504) 529-6600
South Cameron Memorial Hospital,5360 W Creole Hwy,Cameron,USA,49,General Medical,(337) 542-4111
Ascension Gonzales Rehabilitation Hospital,333 East Worthey Rd,Gonzales,USA,12,General Medical,(225) 450-2231
Iberia Medical Center,2315 E Main St,New Iberia,USA,84,General Medical,(337) 369-1100
Physicians Medical Center,218 Corporate Dr,Houma,USA,10,General Medical,(985) 853-1390
St. Charles Parish Hospital,1057 Paul Maillard Rd,Luling,USA,59,General Medical,(985) 785-6242
Glenwood Regional Medical Center,503 Mcmillan Rd,West Monroe,USA,247,General Medical,(318) 329-4200
Ouachita Community Hospital,1275 Glenwood Dr,West Monroe,USA,10,General Medical,(318) 322-1339
Heart Hospital Of Lafayette,1105 Kaliste Saloom Road,Lafayette,USA,32,General Medical,(318) 449-1370
Regional Medical Of San Jose,225 North Jackson Avenue,San Jose,USA,249,Children Specialists,NOT AVAILABLE
Spanish Peaks Regional Health Center,23500 Us Hwy 160,Walsenburg,USA,20,Breast Cancer,(719) 738-5100
Telecare Placer County Psychiatric Health Facility,101 Cirby Hills Drive,Roseville,USA,16,General Medical,NOT AVAILABLE
Marin General Hospital,250 Bon Air Road,Greenbrae,USA,235,Covid,NOT AVAILABLE
Coalinga Regional Medical Center,1191 Phelps Avenue,Coalinga,USA,123,General Medical,NOT AVAILABLE
Mountainview Hospital,3100 N Tenaya Way,Las Vegas,USA,1001,General Medical,(702) 255-5065
San Joaquin Valley Rehabilitation Hospital,7173 No. Sharon Avenue,Fresno,USA,62,General Medical,NOT AVAILABLE
San Ramon Regional Medical Center,6001 Norris Canyon Road,San Ramon,USA,123,General Medical,NOT AVAILABLE
West Springs Hospital,515 28 3/4 Road,Grand Junction,USA,1001,General Medical,(970) 263-4918
Midtown Oaks Post-Acute,2600 L Street,Sacramento,USA,100,General Medical,(916) 321-9440
Pioneers Memorial Hospital,207 West Legion Road,Brawley,USA,107,Pneumonia,NOT AVAILABLE
Sedgwick County Memorial Hospital,900 Cedar Street,Julesburg,USA,64,Breast Cancer,(970) 474-3323
Fairview Developmental Center,2501 Harbor Boulevard,Costa Mesa,USA,1218,General Medical,NOT AVAILABLE
Newport Bay Hospital,1501 East 16th Street,Newport Beach,USA,36,General Medical,NOT AVAILABLE
Doctors Medical Center,1441 Florida Avenue,Modesto,USA,394,Children Specialists,(209) 578-1211
North Valley Behavioral Health,1535 Plumas Court,Yuba City,USA,16,General Medical,NOT AVAILABLE
Rose Medical Center,4567 E 9th Avenue,Denver,USA,262,Breast Cancer,(303) 320-2121
Kindred Hospital-Denver,1920 High St,Denver,USA,68,General Medical,(303) 320-5871
Sagewest Lander,1320 Bishop Randel Drive,Lander,USA,89,Ath,(307) 332-4420
Sky Ridge Medical Center,10101 Ridge Gate Parkway,Lone Tree,USA,184,Covid,(720) 225-1000
Colorado Mental Health Institute At Pueblo-Psych,1600 West 24th St,Pueblo,USA,514,General Medical,(719) 546-4000
Spalding Rehabilitation Hospital,900 Potomac Street,Aurora,USA,40,General Medical,(303) 367-1166
Swedish Medical Center,501 E Hampden Avenue,Englewood,USA,343,Cancer Specialists,(303) 788-5000
Southeast Colorado Hospital,373 E Tenth Ave,Springfield,USA,79,General Medical,(719) 523-4501
Grady General Hospital,1155 Fifth Street Se,Cairo,USA,60,General Medical,NOT AVAILABLE
Eastside Medical Center,1700 Medical Way,Snellville,USA,247,General Medical,(770) 979-0200
Fort Valley State University Health System,5001 State University Drive,Fort Valley,USA,1001,General Medical,(478) 827-3878
Washington County Regional Medical Center,610 Sparta Highway,Sandersville,USA,116,General Medical,NOT AVAILABLE
Buckhead Ambulatory Surgical Center,"2061 Peachtree Rd Nw,#300",Atlanta,USA,1001,General Medical,(404) 620-4131
Putnam General Hospital,101 Lake Oconee Parkway,Eatonton,USA,25,General Medical,NOT AVAILABLE
Turning Point Hospital,3015 Veterans Pkwy South,Moultrie,USA,59,General Medical,NOT AVAILABLE
Emanuel Medical Center,117 Kite Road,Swainsboro,USA,72,Breast Cancer,NOT AVAILABLE
Appling Healthcare System,163 East Tollison Street,Baxley,USA,49,Breast Cancer,NOT AVAILABLE
Dorminy Medical Center,"200 Perry House Road, Box 1447",Fitzgerald,USA,75,General Medical,(229) 424-7100
Cartersville Medical Center,960 Joe Frank Harris Parkway,Cartersville,USA,80,General Medical,NOT AVAILABLE
Miller County Hospital,209 North Cuthbert Street,Colquitt,USA,25,General Medical,NOT AVAILABLE
Renown South Meadows Medical Center,10101 Double R Boulevard,Reno,USA,138,General Medical,(775) 982-7000
Redmond Regional Medical Center,501 Redmond Road,Rome,USA,230,Lung Cancer,NOT AVAILABLE
Northwest Georgia Regional Hospital,1305 Redmond Circle,Rome,USA,297,General Medical,NOT AVAILABLE
Fannin Regional Hospital,2855 Old Highway 5,Blue Ridge,USA,50,General Medical,NOT AVAILABLE
Ty Cobb Healthcare System - Cobb Memorial Hospital,577 Franklin Springs Street,Royston,USA,71,General Medical,(706) 245-5071
Morgan Memorial Hospital,1077 South Main Street,Madison,USA,41,Breast Cancer,NOT AVAILABLE
Seven Hills Behavioral Institute,3021 West Horizon Ridge Parkway,Henderson,USA,58,General Medical,(702) 646-5000
Piedmont Newton Hospital,5126 Hospital Drive,Covington,USA,97,General Medical,NOT AVAILABLE
Cook Medical Center,706 North Parrish Avenue,Adel,USA,60,General Medical,(229) 896-8077
Willingway Hospital,311 Jones Mill Road,Statesboro,USA,40,General Medical,NOT AVAILABLE
East Georgia Regional Medical Center,1499 Fair Road,Statesboro,USA,150,General Medical,(912) 486-1500
Southeast Georgia Health System - Camden Campus,2000 Dan Proctor Drive,St. Marys,USA,40,General Medical,NOT AVAILABLE
Rockdale Hospital And Health System,1412 Milstead Avenue Ne,Conyers,USA,146,General Medical,NOT AVAILABLE
Trinity Hospital Of Augusta,2260 Wrightsboro Road,Augusta,USA,231,General Medical,(706) 481-7000
University Health Care System,1350 Walton Way,Augusta,USA,581,General Medical,NOT AVAILABLE
West Central Georgia Regional Hospital,3000 Schatulga Road,Columbus,USA,145,General Medical,NOT AVAILABLE
Doctors Hospital,3651 Wheeler Road,Augusta,USA,354,Lung Cancer,(706) 651-6008
Southern Hills Hospital And Medical Center,9300 West Sunset Road,Las Vegas,USA,139,General Medical,(702) 880-2100
East Central Regional Hospital,3405 Mike Padgett Highway,Augusta,USA,355,General Medical,(706) 792-7066
Bayfront Health Dade City,13100 Fort King Rd,Dade City,USA,120,General Medical,(352) 521-1100
Lake Martin Community Hospital,201 Mariarden Road,Dadeville,USA,46,General Medical,(256) 827-0800
Russell Hospital,3316 Highway 280,Alexander City,USA,81,Covid,(256) 329-7146
Cherokee Medical Center,400 Northwood Drive,Centre,USA,60,General Medical,(256) 927-5531
Eastpointe Hospital,7400 Roper Lane,Daphne,USA,66,General Medical,(251) 450-5901
Noland Hospital Anniston,400 East 10th Street,Anniston,USA,38,Covid,(256) 741-6141
North Baldwin Infirmary,1815 Hand Avenue,Bay Minette,USA,70,Covid,(251) 937-5521
Healthsouth Lakeshore Rehabilitation Hospital,3800 Ridgeway Drive,Birmingham,USA,100,General Medical,(205) 868-2000
University Of Alabama Hospital,619 South 19th Street,Birmingham,USA,1157,I,(205) 934-4444
Bibb Medical Center,208 Pierson Avenue,Centreville,USA,35,General Medical,(205) 926-4881
Medical Center Enterprise,400 North Edwards Street,Enterprise,USA,131,Covid,(334) 347-0584
Fayette Medical Center,"1653 Temple Avenue, North",Fayette,USA,61,General Medical,(205) 932-5966
Riverview Regional Medical Center,600 South Third Street,Gadsden,USA,281,Covid,(256) 543-5200
Hale County Hospital,508 Greene Street,Greensboro,USA,39,General Medical,(334) 624-3024
Rmc Jacksonville,1701 South Pelham Road,Jacksonville,USA,104,General Medical,(256) 782-4538
Baptist Medical Center South,2105 East South Boulevard,Montgomery,USA,454,Children Specialists,(334) 286-2987
Mizell Memorial Hospital,702 Main Street,Opp,USA,99,Covid,(334) 493-3541
Red Bay Hospital,211 Hospital Road,Red Bay,USA,25,General Medical,(256) 356-9532
Highlands Medical Center,380 Woods Cove Road,Scottsboro,USA,170,Covid,(256) 259-4444
Coosa Valley Medical Center,315 West Hickory Street,Sylacauga,USA,163,Covid,(256) 401-4000
Mary S. Harper Geriatric Psychiatry Center,201 University Boulevard,Tuscaloosa,USA,1001,General Medical,(205) 759-0900
Central Alabama Veterans Health Care System East Campus,2400 Hospital Rd,Tuskegee,USA,1001,General Medical,(334) 727-0550
Bullock County Hospital,102 West Conecuh Avenue,Union Springs,USA,61,General Medical,(334) 738-2140
Elmore Community Hospital,500 Hospital Drive,Wetumpka,USA,69,General Medical,(334) 567-4311
Select Specialty Hospital - Daytona Beach,"301 Memorial Medical Parkway,11th Floor",Daytona Beach,USA,34,General Medical,(386) 231-3907
Delray Medical Center,5352 Linton Blvd,Delray Beach,USA,536,Cancer Specialists,(561) 498-4440
Park Royal Hospital,9241 Park Royal Dr,Fort Myers,USA,114,General Medical,(239) 985-2700
Lifestream Behavioral Center,2020 Tally Rd,Leesburg,USA,46,General Medical,(352) 315-7800
Physicians Regional - Pine Ridge,6101 Pine Ridge Rd,Naples,USA,101,General Medical,(239) 348-4000
Tradition Medical Center,10000 Sw Innovation Way,Port Saint Lucie,USA,177,General Medical,(772) 345-8100
North Tampa Behavioral Health,29910 Sr 56,Wesley Chapel,USA,126,General Medical,(813) 333-0000
Florida Hospital Orlando,601 E Rollins St,Orlando,USA,1368,General Medical,(407) 303-5600
Florida Hospital East Orlando,7727 Lake Underhill Rd,Orlando,USA,295,General Medical,(407) 303-8110
Select Specialty Hospital - Orlando North,2250 Bedford Rd,Orlando,USA,35,General Medical,(407) 303-7869
Select Specialty Hospital - Orlando South,5579 S Orange Ave,Orlando,USA,64,General Medical,(407) 241-4800
Whittier Pavilion,76 Summer Street,Haverhill,USA,10,General Medical,(978) 373-8222
Umass Memorial Medical Center - University Campus,55 Lake Avenue North,Worcester,USA,431,General Medical,(508) 334-1000
Baystate Franklin Medical Center,164 High Street,Greenfield,USA,89,General Medical,(413) 283-7651
Boston Medical Center - East Newton Campus,88 East Newton Stret,Boston,USA,214,"Level I, Pediatric I",(617) 414-5000
Children'S Hospital Boston,300 Longwood Avenue,Boston,USA,404,Pediatrics I,(617) 355-6000
Cambridge Health Alliance - Cambridge Campus,1493 Cambridge Street,Cambridge,USA,189,General Medical,(617) 498-1000
Berkshire Medical Center - Berkshire Campus,725 North Street,Pittsfield,USA,298,Lung Cancer,(413) 447-2000
Mercy Medical Center - Providence Behavioral Health Hospital Campus,1233 Main Street,Holyoke,USA,131,General Medical,(413) 748-9000
St Vincents Chilton,2030 Lay Dam Road,Clanton,USA,26,General Medical,(205) 258-4400
Morton Hospital And Medical Center,88 Washington Street,Taunton,USA,125,General Medical,(508) 828-7000
Newton-Wellesley Hospital,2014 Washington Street,Newton,USA,265,General Medical,(617) 243-6000
Martha'S Vineyard Hospital,One Hospital Road,Oak Bluffs,USA,25,General Medical,(508) 693-0410
St. Elizabeth'S Medical Center,736 Cambridge Street,Boston,USA,252,General Medical,(617) 789-3000
Cavhcs East Campus,8105 Veterans Way,Montgomery,USA,1001,General Medical,(800) 214-8387
Shoals Hospital,201 W. Avalon Avenue,Muscle Shoals,USA,178,General Medical,(256) 386-1600
Marshall Medical Center North,8000 Alabama Highway 69,Guntersville,USA,90,Covid,(256) 894-6712
Medical Center Barbour,820 West Washington Street,Eufaula,USA,74,Covid,(334) 688-7271
Atmore Community Hospital,401 Medical Park Dr.,Atmore,USA,51,Covid,(251) 368-2500
Beacon Children'S Hospital,150 Hospital Drive,Luverne,USA,28,General Medical,(334) 213-0504
Thomas Hospital,750 Morphy Avenue,Fairhope,USA,150,Covid,(251) 279-1501
Gadsden Regional Medical Center,1007 Goodyear Avenue,Gadsden,USA,346,Covid,(256) 494-4000
Franklin Medical Center,2106 Loop Rd,Winnsboro,USA,43,General Medical,(318) 435-9411
Jackson Parish Hospital,165 Beech Springs Rd,Jonesboro,USA,25,General Medical,(318) 259-4435
Savoy Medical Center,"801 Poinciana Ave,Fl 2",Mamou,USA,180,General Medical,(337) 468-4203
Villa Feliciana Medical Complex,5002 Highway 10,Jackson,USA,10,General Medical,(225) 634-4017
Cornerstone Hospital Of Bossier City,4900 Medical Dr,Bossier City,USA,54,General Medical,(318) 747-9500
Riverside Medical Center,1900 Main St,Franklinton,USA,25,General Medical,(985) 839-4431
Minden Medical Center,1 Medical Plaza Pl,Minden,USA,161,General Medical,(318) 377-2321
Baton Rouge - Amg Specialty Hospital,8375 Florida Blvd,Denham Springs,USA,59,General Medical,(225) 665-2664
Louisiana Heart Hospital,64030 Highway 434,Lacombe,USA,58,General Medical,(985) 690-7500
Regency Hospital Of Covington,195 Highland Park Entrance,Covington,USA,38,General Medical,(985) 867-3977
St. Tammany Parish Hospital,1202 S Tyler St,Covington,USA,218,General Medical,(985) 898-4000
Hood Memorial Hospital,301 Walnut St,Amite,USA,17,General Medical,(985) 748-9485
Oceans Behavioral Hospital Of Kentwood,921 Avenue G,Kentwood,USA,18,General Medical,(985) 229-0717
Lane Regional Medical Center,6300 Main St,Zachary,USA,175,General Medical,(225) 658-4000
Ochsner Medical Center-Baton Rouge,17000 Medical Center Dr,Baton Rouge,USA,110,General Medical,(225) 752-2470
Lake Charles Memorial Hospital For Women,1900 W Gauthier Rd,Lake Charles,USA,38,General Medical,(337) 480-7010
Rehabilitation Hospital Of Jennings,"1 Hospital Dr,Ste 101",Jennings,USA,16,General Medical,(337) 821-5353
Oceans Behavioral Hospital Of Opelousas,1310 Heather Dr,Opelousas,USA,20,General Medical,(337) 948-8820
North Caddo Medical Center,1000 S Spruce St,Vivian,USA,25,General Medical,(318) 375-3235
Specialists Hospital Shreveport,"1500 Line Ave,Ste 206",Shreveport,USA,15,General Medical,(318) 213-3800
Fond Du Lac Cty Acute Psych Unit,459 E First St,Fond Du Lac,USA,25,General Medical,(920) 929-3500
Hill Hospital Of Sumter County,751 Derby Drive,York,USA,33,General Medical,(205) 392-5263
Norwalk Hospital,34 Maple St,Norwalk,USA,328,Children Specialists,(203) 852-2000
Select Specialty Hospital-Fort Wayne,"700 Broadway,7th Fl E",Fort Wayne,USA,32,General Medical,(260) 425-3840
Women'S Hospital,801 Green Valley Road,Greensboro,USA,134,General Medical,(336) 832-6500
Haywood Regional Medical Center,262 Leroy George Drive,Clyde,USA,190,General Medical,(828) 456-7311
Carolinas Medical Center,1000 Blythe Boulevard,Charlotte,USA,1023,Cancer Specialists,(704) 355-2000
St Vincent Fishers Hospital Inc,13861 Olio Road,Fishers,USA,46,General Medical,(317) 415-9000
St Joseph Hospital & Health Center Inc,1907 W Sycamore St,Kokomo,USA,138,General Medical,(765) 452-5611
Meridian Services Corp,2401 W University Ave,Muncie,USA,16,General Medical,(765) 751-5377
Reid Hospital & Health Care Services,1100 Reid Pkwy,Richmond,USA,221,Lung Cancer,(765) 983-3000
Four County Counseling Center,1015 Michigan Ave,Logansport,USA,15,General Medical,(574) 722-5151
Kentuckiana Medical Center Llc,4601 Medical Plaza Way,Clarksville,USA,42,General Medical,(812) 280-3300
Dupont Hospital Llc,2520 E Dupont Rd,Fort Wayne,USA,131,General Medical,(260) 416-3023
Parkview Regional Medical Center,11109 Parkview Plaza Drive,Fort Wayne,USA,650,"Level Ii, Pediactrics Ii",(260) 373-4000
Indiana University Health Blackford Hospital,410 Pilgrim Blvd,Hartford City,USA,15,General Medical,(765) 348-0300
Dearborn County Hospital,600 Wilson Creek Rd,Lawrenceburg,USA,88,General Medical,(812) 537-1010
Deaconess Hospital Inc,600 Mary St,Evansville,USA,509,Covid,(812) 450-5000
Healthsouth Deaconess Rehabilitation Hospital,4100 Covert Ave,Evansville,USA,103,General Medical,(812) 476-9983
Oaklawn Psychiatric Center Inc,330 Lakeview Dr,Goshen,USA,16,General Medical,(574) 533-1234
Memorial Hospital And Health Care Center,800 W 9th St,Jasper,USA,123,General Medical,(812) 996-2345
Dekalb Health,1316 E Seventh St,Auburn,USA,56,General Medical,(260) 925-4600
Decatur County Memorial Hospital,720 N Lincoln St,Greensburg,USA,25,General Medical,(812) 663-4331
Northeastern Center,1850 Wesley Rd,Auburn,USA,16,General Medical,(260) 927-0726
Indiana University Health Ball Memorial Hospital,2401 University Ave,Muncie,USA,379,Lung Cancer,(765) 747-3111
Franciscan St Francis Health - Mooresville,1201 Hadley Rd,Mooresville,USA,115,General Medical,(317) 831-1160
Dukes Memorial Hospital,275 W 12th St,Peru,USA,25,General Medical,(765) 472-8000
Franciscan St Elizabeth Health - Crawfordsville,1710 Lafayette Rd,Crawfordsville,USA,103,General Medical,(765) 362-2800
Monroe Hospital,4011 S Monroe Medical Park Blvd,Bloomington,USA,1001,General Medical,(812) 825-1111
Bluffton Regional Medical Center,303 S Main St,Bluffton,USA,79,General Medical,(260) 824-3210
Franciscan St Anthony Health - Crown Point,1201 S Main St,Crown Point,USA,183,Lung Cancer,(219) 757-6100
Franciscan St Margaret Health - Hammond,5454 Hohman Ave,Hammond,USA,215,General Medical,(219) 932-2300
Methodist Hospitals Inc,600 Grant St,Gary,USA,536,Lung Cancer,(219) 886-4642
Indiana University Health Paoli Hospital,642 W Hospital Rd,Paoli,USA,24,General Medical,(812) 723-2811
Johnson Memorial Hospital,1125 W Jefferson St,Franklin,USA,125,General Medical,(317) 736-3300
Indiana University Health Bedford Hospital,2900 W 16th St,Bedford,USA,25,General Medical,(812) 275-1200
